Vicinity,Timestamp,Latitude,Longitude,Temp (Fahrenheit),PM 1,PM 10,PM 2.5,RH,Temp (Celcius)
KCARP,2024-11-12T12:18:12.000,6.6829857,-1.5682895,92,10,12,11,52,33.33
KCARP,2024-11-12T12:18:17.000,6.6829843,-1.5682923,93,11,12,12,51,33.89
KCARP,2024-11-12T12:18:22.000,6.6829809,-1.5682972,93,12,13,13,51,33.89
KCARP,2024-11-12T12:18:27.000,6.6829842,-1.5683164,93,12,13,13,51,33.89
KCARP,2024-11-12T12:18:32.000,6.6829794,-1.5683194,93,12,13,13,51,33.89
KCARP,2024-11-12T12:18:37.000,6.6829776,-1.5683347,93,12,13,13,51,33.89
KCARP,2024-11-12T12:18:42.000,6.682977,-1.5683406,93,11,12,12,52,33.89
KCARP,2024-11-12T12:18:47.000,6.682977,-1.5683406,93,11,12,12,51,33.89
KCARP,2024-11-12T12:18:52.000,6.682977,-1.5683406,93,10,11,10,52,33.89
KCARP,2024-11-12T12:18:57.000,6.6829849,-1.5682995,93,10,11,10,51,33.89
KCARP,2024-11-12T12:19:02.000,6.6829783,-1.5682948,93,9,10,9,51,33.89
KCARP,2024-11-12T12:19:07.000,6.6829783,-1.5682948,93,8,9,9,51,33.89
KCARP,2024-11-12T12:19:12.000,6.6829965,-1.5682659,93,10,11,10,51,33.89
KCARP,2024-11-12T12:19:17.000,6.6829965,-1.5682659,93,11,12,12,51,33.89
KCARP,2024-11-12T12:19:22.000,6.6829998,-1.5682422,93,10,11,10,51,33.89
KCARP,2024-11-12T12:19:27.000,6.6829804,-1.5682487,93,8,10,9,50,33.89
KCARP,2024-11-12T12:19:32.000,6.6829805,-1.5682533,93,8,10,9,50,33.89
KCARP,2024-11-12T12:19:37.000,6.6829815,-1.5682511,93,9,10,9,50,33.89
KCARP,2024-11-12T12:19:42.000,6.6829815,-1.5682511,93,11,12,11,50,33.89
KCARP,2024-11-12T12:19:47.000,6.6829954,-1.5682547,93,11,13,12,50,33.89
KCARP,2024-11-12T12:19:52.000,6.6829973,-1.5682759,93,14,15,15,51,33.89
KCARP,2024-11-12T12:19:57.000,6.6829955,-1.5682784,93,12,13,13,51,33.89
KCARP,2024-11-12T12:20:02.000,6.6829955,-1.5682784,93,10,11,11,51,33.89
KCARP,2024-11-12T12:20:07.000,6.6829958,-1.5682727,93,8,10,9,50,33.89
KCARP,2024-11-12T12:20:12.000,6.6829974,-1.5682728,93,9,11,10,50,33.89
KCARP,2024-11-12T12:20:17.000,6.6829994,-1.5682733,93,10,11,10,49,33.89
KCARP,2024-11-12T12:20:22.000,6.6830031,-1.5682748,93,9,10,9,49,33.89
KCARP,2024-11-12T12:20:27.000,6.6830009,-1.5682711,93,10,11,10,49,33.89
KCARP,2024-11-12T12:20:32.000,6.6830009,-1.5682716,93,8,10,9,49,33.89
KCARP,2024-11-12T12:20:37.000,6.6829955,-1.5682757,93,10,11,10,50,33.89
KCARP,2024-11-12T12:20:42.000,6.6829924,-1.5682765,93,11,12,11,50,33.89
KCARP,2024-11-12T12:20:47.000,6.6829881,-1.5682721,93,9,11,10,51,33.89
KCARP,2024-11-12T12:20:52.000,6.6829858,-1.568275,93,8,10,9,52,33.89
KCARP,2024-11-12T12:20:57.000,6.6829858,-1.568275,93,10,11,10,51,33.89
KCARP,2024-11-12T12:21:02.000,6.6829846,-1.5682391,93,10,11,10,51,33.89
KCARP,2024-11-12T12:21:07.000,6.6829877,-1.5682404,93,10,11,10,50,33.89
KCARP,2024-11-12T12:21:12.000,6.6829859,-1.5682866,93,10,11,11,49,33.89
KCARP,2024-11-12T12:21:17.000,6.6829914,-1.5682473,93,11,12,12,49,33.89
KCARP,2024-11-12T12:21:22.000,6.6829864,-1.5682788,93,13,14,14,48,33.89
KCARP,2024-11-12T12:21:27.000,6.6829914,-1.5682468,93,12,13,13,48,33.89
KCARP,2024-11-12T12:21:32.000,6.6829914,-1.5682468,93,11,12,12,48,33.89
KCARP,2024-11-12T12:21:37.000,6.6829859,-1.5682871,93,8,10,9,48,33.89
KCARP,2024-11-12T12:21:42.000,6.6829864,-1.5682825,93,10,11,10,48,33.89
KCARP,2024-11-12T12:21:47.000,6.6829867,-1.5682784,93,11,12,12,48,33.89
KCARP,2024-11-12T12:21:52.000,6.6829917,-1.5682458,93,11,12,12,48,33.89
KCARP,2024-11-12T12:21:57.000,6.6829861,-1.5682858,93,10,11,11,48,33.89
KCARP,2024-11-12T12:22:02.000,6.6829861,-1.5682858,93,11,12,12,48,33.89
KCARP,2024-11-12T12:22:07.000,6.6829861,-1.5682858,93,11,12,12,48,33.89
KCARP,2024-11-12T12:22:12.000,6.6829861,-1.5682858,93,11,13,12,48,33.89
KCARP,2024-11-12T12:22:17.000,6.6829861,-1.5682858,93,12,13,13,48,33.89
KCARP,2024-11-12T12:22:22.000,6.6829851,-1.5682906,93,12,13,13,48,33.89
KCARP,2024-11-12T12:22:27.000,6.6829851,-1.5682906,93,11,12,12,48,33.89
KCARP,2024-11-12T12:22:32.000,6.6829912,-1.5682479,93,10,11,10,48,33.89
KCARP,2024-11-12T12:22:37.000,6.6829912,-1.5682479,93,10,11,10,48,33.89
KCARP,2024-11-12T12:22:42.000,6.6829873,-1.5682716,93,11,12,12,49,33.89
KCARP,2024-11-12T12:22:47.000,6.6829915,-1.5682458,93,11,12,12,49,33.89
KCARP,2024-11-12T12:22:52.000,6.6829865,-1.5682828,93,12,13,13,49,33.89
KCARP,2024-11-12T12:22:57.000,6.6829859,-1.5682871,93,11,12,12,50,33.89
KCARP,2024-11-12T12:23:02.000,6.6829856,-1.5682891,93,11,12,12,50,33.89
KCARP,2024-11-12T12:23:07.000,6.6829856,-1.5682891,93,10,11,10,50,33.89
KCARP,2024-11-12T12:23:12.000,6.6829856,-1.5682891,93,9,11,10,49,33.89
KCARP,2024-11-12T12:23:17.000,6.6829856,-1.5682891,93,10,11,11,49,33.89
KCARP,2024-11-12T12:23:22.000,6.6829856,-1.5682891,93,11,13,12,48,33.89
KCARP,2024-11-12T12:23:27.000,6.6829856,-1.5682891,93,11,12,11,48,33.89
KCARP,2024-11-12T12:23:32.000,6.6829856,-1.5682891,93,11,12,12,48,33.89
KCARP,2024-11-12T12:23:37.000,6.6829856,-1.5682891,93,12,13,13,48,33.89
KCARP,2024-11-12T12:23:42.000,6.6829863,-1.5682845,93,12,13,13,48,33.89
KCARP,2024-11-12T12:23:47.000,6.682986,-1.5682865,93,12,13,13,48,33.89
KCARP,2024-11-12T12:23:52.000,6.6829858,-1.568288,93,11,12,12,48,33.89
KCARP,2024-11-12T12:23:57.000,6.6829872,-1.5682736,93,10,11,11,48,33.89
KCARP,2024-11-12T12:24:02.000,6.6829862,-1.5682833,93,10,12,11,48,33.89
KCARP,2024-11-12T12:24:07.000,6.6829867,-1.5682787,93,9,11,10,48,33.89
KCARP,2024-11-12T12:24:12.000,6.6829858,-1.5682873,93,8,10,9,47,33.89
KCARP,2024-11-12T12:24:17.000,6.6829863,-1.5682898,93,9,11,10,48,33.89
KCARP,2024-11-12T12:24:22.000,6.6829862,-1.5682851,93,10,11,10,48,33.89
KCARP,2024-11-12T12:24:27.000,6.6829905,-1.568245,93,11,12,12,54,33.89
KCARP,2024-11-12T12:24:32.000,6.6829855,-1.5682881,93,11,12,12,60,33.89
KCARP,2024-11-12T12:24:37.000,6.682986,-1.5682903,93,10,11,10,64,33.89
KCARP,2024-11-12T12:24:42.000,6.6829864,-1.5682899,93,10,11,10,61,33.89
KCARP,2024-11-12T12:24:47.000,6.6829845,-1.5682978,93,10,11,11,57,33.89
KCARP,2024-11-12T12:24:52.000,6.682986,-1.5682899,93,10,11,11,53,33.89
KCARP,2024-11-12T12:24:57.000,6.6829858,-1.5682877,93,11,12,11,50,33.89
KCARP,2024-11-12T12:25:02.000,6.6829629,-1.5683009,93,11,12,12,50,33.89
KCARP,2024-11-12T12:25:07.000,6.6829617,-1.5682964,93,13,14,14,50,33.89
KCARP,2024-11-12T12:25:12.000,6.682955,-1.568303,93,13,14,14,50,33.89
KCARP,2024-11-12T12:25:17.000,6.682955,-1.568303,93,11,12,12,50,33.89
KCARP,2024-11-12T12:25:22.000,6.682955,-1.568303,93,11,12,12,49,33.89
KCARP,2024-11-12T12:25:27.000,6.6829745,-1.5682909,93,10,11,10,49,33.89
KCARP,2024-11-12T12:25:32.000,6.6829799,-1.5682902,93,11,12,12,49,33.89
KCARP,2024-11-12T12:25:37.000,6.6829814,-1.5682914,93,9,11,10,48,33.89
KCARP,2024-11-12T12:25:42.000,6.6829805,-1.5682738,93,10,11,10,48,33.89
KCARP,2024-11-12T12:25:47.000,6.6829743,-1.5682621,93,12,13,13,49,33.89
KCARP,2024-11-12T12:25:52.000,6.6829743,-1.5682621,93,12,13,13,48,33.89
KCARP,2024-11-12T12:25:57.000,6.6829829,-1.5682852,93,11,12,12,48,33.89
KCARP,2024-11-12T12:26:02.000,6.6829846,-1.5682911,93,12,13,13,48,33.89
KCARP,2024-11-12T12:26:07.000,6.6829858,-1.568291,93,11,13,12,48,33.89
KCARP,2024-11-12T12:26:12.000,6.6829862,-1.5682903,93,13,15,14,48,33.89
KCARP,2024-11-12T12:26:17.000,6.6829754,-1.5682512,93,13,14,14,48,33.89
KCARP,2024-11-12T12:26:22.000,6.6829684,-1.568276,93,12,13,13,48,33.89
KCARP,2024-11-12T12:26:27.000,6.6829541,-1.5682798,93,12,13,13,48,33.89
KCARP,2024-11-12T12:26:32.000,6.6829375,-1.5682945,93,12,13,13,49,33.89
KCARP,2024-11-12T12:26:37.000,6.6829183,-1.5682848,93,11,12,12,49,33.89
KCARP,2024-11-12T12:26:42.000,6.682921,-1.5682864,93,12,13,13,49,33.89
KCARP,2024-11-12T12:26:47.000,6.6829363,-1.5683017,93,12,13,13,49,33.89
KCARP,2024-11-12T12:26:52.000,6.6829299,-1.568305,93,11,12,12,48,33.89
KCARP,2024-11-12T12:26:57.000,6.6829403,-1.5683151,93,13,14,14,48,33.89
KCARP,2024-11-12T12:27:02.000,6.6829671,-1.5683286,93,11,12,11,47,33.89
KCARP,2024-11-12T12:27:07.000,6.6829525,-1.5683347,93,11,12,11,47,33.89
KCARP,2024-11-12T12:27:12.000,6.6829543,-1.5683356,93,12,13,13,48,33.89
KCARP,2024-11-12T12:27:17.000,6.6829539,-1.5683394,93,10,11,10,49,33.89
KCARP,2024-11-12T12:27:22.000,6.6829598,-1.5683403,93,11,12,12,48,33.89
KCARP,2024-11-12T12:27:27.000,6.6829608,-1.568326,93,10,11,11,48,33.89
KCARP,2024-11-12T12:27:32.000,6.6829607,-1.568324,93,10,11,10,48,33.89
KCARP,2024-11-12T12:27:37.000,6.6829607,-1.568324,93,11,12,12,48,33.89
KCARP,2024-11-12T12:27:42.000,6.6829607,-1.568324,93,11,12,12,48,33.89
KCARP,2024-11-12T12:27:47.000,6.6829804,-1.5682991,93,11,12,12,48,33.89
KCARP,2024-11-12T12:27:52.000,6.6829804,-1.5682991,93,11,12,12,48,33.89
KCARP,2024-11-12T12:27:57.000,6.6829804,-1.5682991,93,11,12,12,48,33.89
KCARP,2024-11-12T12:28:02.000,6.6829923,-1.5682456,93,11,12,12,48,33.89
KCARP,2024-11-12T12:28:07.000,6.6829923,-1.5682456,93,11,12,12,48,33.89
KCARP,2024-11-12T12:28:12.000,6.6829923,-1.5682456,93,10,11,10,48,33.89
KCARP,2024-11-12T12:28:17.000,6.6829923,-1.5682456,93,10,11,10,48,33.89
KCARP,2024-11-12T12:28:22.000,6.6829848,-1.5682929,93,10,11,11,48,33.89
KCARP,2024-11-12T12:28:27.000,6.6829859,-1.5682869,93,10,11,10,48,33.89
KCARP,2024-11-12T12:28:32.000,6.6829923,-1.5682478,93,10,11,11,48,33.89
KCARP,2024-11-12T12:28:37.000,6.6829923,-1.5682478,93,11,12,12,48,33.89
KCARP,2024-11-12T12:28:42.000,6.6829923,-1.5682478,93,11,12,12,47,33.89
KCARP,2024-11-12T12:28:47.000,6.6829923,-1.5682478,93,11,12,12,47,33.89
KCARP,2024-11-12T12:28:52.000,6.6829852,-1.5682913,93,11,12,11,47,33.89
KCARP,2024-11-12T12:28:57.000,6.6829851,-1.5682919,93,10,11,10,47,33.89
KCARP,2024-11-12T12:29:02.000,6.6829915,-1.5682492,93,9,11,10,47,33.89
KCARP,2024-11-12T12:29:07.000,6.6829864,-1.5682888,93,9,11,10,47,33.89
KCARP,2024-11-12T12:29:12.000,6.6829864,-1.5682888,93,11,12,12,47,33.89
KCARP,2024-11-12T12:29:17.000,6.6829864,-1.5682888,93,11,12,12,47,33.89
KCARP,2024-11-12T12:29:22.000,6.6829864,-1.5682888,93,11,12,12,47,33.89
KCARP,2024-11-12T12:29:27.000,6.6829851,-1.5682936,93,12,13,13,47,33.89
KCARP,2024-11-12T12:29:32.000,6.6829832,-1.5682895,93,12,13,13,47,33.89
KCARP,2024-11-12T12:29:37.000,6.682984,-1.5682389,93,12,13,13,47,33.89
KCARP,2024-11-12T12:29:42.000,6.682985,-1.5682915,93,10,11,11,47,33.89
KCARP,2024-11-12T12:29:47.000,6.6829846,-1.5682944,93,8,10,9,47,33.89
KCARP,2024-11-12T12:29:52.000,6.6829851,-1.5682926,93,8,10,9,47,33.89
KCARP,2024-11-12T12:29:57.000,6.6829851,-1.5682926,93,10,12,11,47,33.89
KCARP,2024-11-12T12:30:02.000,6.6829852,-1.5682953,93,11,12,11,47,33.89
KCARP,2024-11-12T12:30:07.000,6.6829861,-1.5682897,93,11,12,11,47,33.89
KCARP,2024-11-12T12:30:12.000,6.6829851,-1.5682934,93,11,12,12,47,33.89
KCARP,2024-11-12T12:30:17.000,6.6829851,-1.5682942,93,11,12,12,47,33.89
KCARP,2024-11-12T12:30:22.000,6.6829851,-1.5682942,93,11,12,12,47,33.89
KCARP,2024-11-12T12:30:27.000,6.6829851,-1.5682942,93,9,11,10,47,33.89
KCARP,2024-11-12T12:30:32.000,6.6829851,-1.5682942,92,10,11,11,47,33.33
KCARP,2024-11-12T12:30:37.000,6.6829851,-1.5682921,93,10,11,10,47,33.89
KCARP,2024-11-12T12:30:42.000,6.6829847,-1.5682877,92,10,11,11,48,33.33
KCARP,2024-11-12T12:30:47.000,6.6829847,-1.5682427,92,11,12,12,47,33.33
KCARP,2024-11-12T12:30:52.000,6.6829851,-1.5682902,92,10,11,10,48,33.33
KCARP,2024-11-12T12:30:57.000,6.6829851,-1.5682902,92,10,11,11,48,33.33
KCARP,2024-11-12T12:31:02.000,6.6829851,-1.5682902,92,11,12,12,48,33.33
KCARP,2024-11-12T12:31:07.000,6.6829851,-1.5682902,92,13,14,14,48,33.33
KCARP,2024-11-12T12:31:12.000,6.6829852,-1.5682913,92,14,16,15,47,33.33
KCARP,2024-11-12T12:31:17.000,6.6829854,-1.568291,92,12,13,13,48,33.33
KCARP,2024-11-12T12:31:22.000,6.6829857,-1.568289,92,11,12,12,48,33.33
KCARP,2024-11-12T12:31:27.000,6.6829856,-1.5682894,92,10,11,10,48,33.33
KCARP,2024-11-12T12:31:32.000,6.6829856,-1.5682894,92,10,11,10,48,33.33
KCARP,2024-11-12T12:31:37.000,6.6829909,-1.5682503,92,10,11,10,48,33.33
KCARP,2024-11-12T12:31:42.000,6.6829897,-1.5682417,92,11,12,12,47,33.33
KCARP,2024-11-12T12:31:47.000,6.6829897,-1.5682417,92,12,13,13,47,33.33
KCARP,2024-11-12T12:31:52.000,6.6829897,-1.5682417,92,12,13,13,47,33.33
KCARP,2024-11-12T12:31:57.000,6.6829897,-1.5682417,92,12,13,13,47,33.33
KCARP,2024-11-12T12:32:02.000,6.6829847,-1.5682817,92,13,14,14,47,33.33
KCARP,2024-11-12T12:32:07.000,6.6829846,-1.5682837,92,13,14,14,47,33.33
KCARP,2024-11-12T12:32:12.000,6.6829846,-1.5682837,92,12,13,13,47,33.33
KCARP,2024-11-12T12:32:17.000,6.6829846,-1.5682837,92,10,11,10,47,33.33
KCARP,2024-11-12T12:32:22.000,6.6829854,-1.5682903,92,7,9,8,47,33.33
KCARP,2024-11-12T12:32:27.000,6.6829926,-1.5682465,92,9,11,10,47,33.33
KCARP,2024-11-12T12:32:32.000,6.6829986,-1.5682872,92,11,12,11,47,33.33
KCARP,2024-11-12T12:32:37.000,6.6829867,-1.5682905,92,12,13,13,47,33.33
KCARP,2024-11-12T12:32:42.000,6.6829861,-1.56829,92,11,12,12,47,33.33
KCARP,2024-11-12T12:32:47.000,6.6829874,-1.5682443,92,12,13,13,47,33.33
KCARP,2024-11-12T12:32:52.000,6.6829838,-1.5682924,92,11,12,12,47,33.33
KCARP,2024-11-12T12:32:57.000,6.6829865,-1.5682793,92,11,12,12,47,33.33
KCARP,2024-11-12T12:33:02.000,6.6829863,-1.5682895,92,11,12,12,47,33.33
KCARP,2024-11-12T12:33:07.000,6.6829848,-1.5682892,92,12,13,13,48,33.33
KCARP,2024-11-12T12:33:12.000,6.6829862,-1.5682899,92,12,13,13,47,33.33
KCARP,2024-11-12T12:33:17.000,6.6829864,-1.5682898,92,13,14,14,47,33.33
KCARP,2024-11-12T12:33:22.000,6.6829864,-1.5682898,92,10,11,10,48,33.33
KCARP,2024-11-12T12:33:27.000,6.6829881,-1.5682827,92,10,11,10,48,33.33
KCARP,2024-11-12T12:33:32.000,6.6829861,-1.5682889,92,10,11,10,47,33.33
KCARP,2024-11-12T12:33:37.000,6.6829786,-1.5682898,92,11,12,12,48,33.33
KCARP,2024-11-12T12:33:42.000,6.6829786,-1.5682898,92,11,12,12,48,33.33
KCARP,2024-11-12T12:33:47.000,6.6829789,-1.5682865,92,11,12,12,47,33.33
KCARP,2024-11-12T12:33:52.000,6.6829789,-1.5682865,92,11,12,12,47,33.33
KCARP,2024-11-12T12:33:57.000,6.6829789,-1.5682865,92,10,11,10,47,33.33
KCARP,2024-11-12T12:34:02.000,6.6829862,-1.5682938,92,9,11,10,46,33.33
KCARP,2024-11-12T12:34:07.000,6.6830027,-1.5682745,92,7,8,8,47,33.33
KCARP,2024-11-12T12:34:12.000,6.6830119,-1.5682798,92,13,14,14,49,33.33
KCARP,2024-11-12T12:34:17.000,6.6830119,-1.5682798,92,14,16,15,52,33.33
KCARP,2024-11-12T12:34:22.000,6.6830119,-1.5682798,92,15,17,16,54,33.33
KCARP,2024-11-12T12:34:27.000,6.6830119,-1.5682798,92,13,14,14,54,33.33
KCARP,2024-11-12T12:34:32.000,6.6832037,-1.5683844,92,13,14,14,54,33.33
KCARP,2024-11-12T12:34:37.000,6.6831635,-1.5683772,92,13,14,14,55,33.33
KCARP,2024-11-12T12:34:42.000,6.6831764,-1.5683831,92,13,15,14,55,33.33
KCARP,2024-11-12T12:34:47.000,6.6832127,-1.5683991,92,14,15,15,55,33.33
KCARP,2024-11-12T12:34:52.000,6.6832244,-1.5683934,92,14,16,15,56,33.33
KCARP,2024-11-12T12:34:57.000,6.6832244,-1.5683934,92,13,15,14,56,33.33
KCARP,2024-11-12T12:35:02.000,6.6831922,-1.5683828,92,14,16,15,56,33.33
KCARP,2024-11-12T12:35:07.000,6.6831146,-1.5684095,92,14,16,15,56,33.33
KCARP,2024-11-12T12:35:12.000,6.6831146,-1.5684095,92,14,16,15,57,33.33
KCARP,2024-11-12T12:35:17.000,6.6830584,-1.5683774,92,15,17,16,57,33.33
KCARP,2024-11-12T12:35:22.000,6.68301,-1.5683238,92,13,14,14,57,33.33
KCARP,2024-11-12T12:35:27.000,6.68301,-1.5683238,92,12,14,13,57,33.33
KCARP,2024-11-12T12:35:32.000,6.68301,-1.5683238,92,14,16,15,58,33.33
KCARP,2024-11-12T12:35:37.000,6.6829107,-1.5690446,92,15,17,16,58,33.33
KCARP,2024-11-12T12:35:42.000,6.6829657,-1.5684786,92,15,17,16,58,33.33
KCARP,2024-11-12T12:35:47.000,6.6829736,-1.5684119,92,13,14,14,58,33.33
KCARP,2024-11-12T12:35:52.000,6.6830128,-1.5683134,93,13,14,14,57,33.89
KCARP,2024-11-12T12:35:57.000,6.6830128,-1.5683134,93,12,13,13,57,33.89
KCARP,2024-11-12T12:36:02.000,6.6830128,-1.5683134,93,13,14,14,57,33.89
KCARP,2024-11-12T12:36:07.000,6.6830128,-1.5683134,93,13,15,15,58,33.89
KCARP,2024-11-12T12:36:12.000,6.6830111,-1.5682804,93,15,17,16,58,33.89
KCARP,2024-11-12T12:36:17.000,6.6830292,-1.5682835,93,15,17,16,59,33.89
KCARP,2024-11-12T12:36:22.000,6.6830328,-1.568282,93,14,16,15,59,33.89
KCARP,2024-11-12T12:36:27.000,6.6830328,-1.568282,93,14,16,15,59,33.89
KCARP,2024-11-12T12:36:32.000,6.6830038,-1.5682936,93,13,14,14,59,33.89
KCARP,2024-11-12T12:36:37.000,6.6830076,-1.5682887,93,14,16,15,59,33.89
KCARP,2024-11-12T12:36:42.000,6.6830076,-1.5682887,93,16,18,17,59,33.89
KCARP,2024-11-12T12:36:47.000,6.6830076,-1.5682887,93,15,17,16,60,33.89
KCARP,2024-11-12T12:36:52.000,6.6830076,-1.5682887,93,16,18,17,60,33.89
KCARP,2024-11-12T12:36:57.000,6.6830076,-1.5682887,93,15,17,16,60,33.89
KCARP,2024-11-12T12:37:02.000,6.6830359,-1.5682826,93,15,17,16,60,33.89
KCARP,2024-11-12T12:37:07.000,6.6830359,-1.5682826,93,13,14,14,59,33.89
KCARP,2024-11-12T12:37:12.000,6.6829993,-1.5683138,94,14,16,15,59,34.44
KCARP,2024-11-12T12:37:17.000,6.6829993,-1.5683138,94,13,14,14,59,34.44
KCARP,2024-11-12T12:37:22.000,6.6829993,-1.5683138,94,15,17,16,59,34.44
KCARP,2024-11-12T12:37:27.000,6.6829682,-1.5683024,94,14,16,15,58,34.44
KCARP,2024-11-12T12:37:32.000,6.6829682,-1.5683024,94,14,16,15,59,34.44
KCARP,2024-11-12T12:37:37.000,6.6830214,-1.5682847,94,15,17,16,58,34.44
KCARP,2024-11-12T12:37:42.000,6.6830284,-1.5682848,94,16,18,17,59,34.44
KCARP,2024-11-12T12:37:47.000,6.6830284,-1.5682848,94,14,16,15,59,34.44
KCARP,2024-11-12T12:37:52.000,6.6830284,-1.5682848,94,13,15,14,59,34.44
KCARP,2024-11-12T12:37:57.000,6.6830284,-1.5682848,94,13,15,14,59,34.44
KCARP,2024-11-12T12:38:02.000,6.6830358,-1.5682799,94,14,16,15,59,34.44
KCARP,2024-11-12T12:38:07.000,6.6830163,-1.5682811,94,12,13,13,59,34.44
KCARP,2024-11-12T12:38:12.000,6.6830163,-1.5682811,94,12,13,13,59,34.44
KCARP,2024-11-12T12:38:17.000,6.6830163,-1.5682811,94,12,13,13,59,34.44
KCARP,2024-11-12T12:38:22.000,6.6830163,-1.5682811,95,13,14,14,59,35.00
KCARP,2024-11-12T12:38:27.000,6.6830163,-1.5682811,95,14,15,15,59,35.00
KCARP,2024-11-12T12:38:32.000,6.6830163,-1.5682811,95,13,14,14,60,35.00
KCARP,2024-11-12T12:38:37.000,6.6830163,-1.5682811,95,12,13,13,60,35.00
KCARP,2024-11-12T12:38:42.000,6.6830163,-1.5682811,95,12,14,13,60,35.00
KCARP,2024-11-12T12:38:47.000,6.6829848,-1.5683008,95,12,13,13,60,35.00
KCARP,2024-11-12T12:38:52.000,6.6829848,-1.5683008,95,12,13,13,60,35.00
KCARP,2024-11-12T12:38:57.000,6.6829848,-1.5683008,95,13,15,14,60,35.00
KCARP,2024-11-12T12:39:02.000,6.6829848,-1.5683008,95,12,14,13,59,35.00
KCARP,2024-11-12T12:39:07.000,6.6829848,-1.5683008,95,14,16,15,59,35.00
KCARP,2024-11-12T12:39:12.000,6.6830045,-1.5682864,95,13,14,14,59,35.00
KCARP,2024-11-12T12:39:17.000,6.6830045,-1.5682864,95,14,16,15,59,35.00
KCARP,2024-11-12T12:39:22.000,6.6830045,-1.5682864,95,14,15,15,59,35.00
KCARP,2024-11-12T12:39:27.000,6.6830045,-1.5682864,96,12,13,13,59,35.56
KCARP,2024-11-12T12:39:32.000,6.6830045,-1.5682864,96,13,14,14,59,35.56
KCARP,2024-11-12T12:39:37.000,6.6830045,-1.5682864,96,12,13,13,59,35.56
KCARP,2024-11-12T12:39:42.000,6.6830045,-1.5682864,96,12,13,13,59,35.56
KCARP,2024-11-12T12:39:47.000,6.6830045,-1.5682864,96,13,14,14,59,35.56
KCARP,2024-11-12T12:39:52.000,6.6830045,-1.5682864,96,13,14,14,59,35.56
KCARP,2024-11-12T12:39:57.000,6.6830045,-1.5682864,96,14,15,15,59,35.56
KCARP,2024-11-12T12:40:02.000,6.6830045,-1.5682864,96,16,18,17,59,35.56
KCARP,2024-11-12T12:40:07.000,6.6830045,-1.5682864,96,17,19,18,59,35.56
KCARP,2024-11-12T12:40:12.000,6.6830045,-1.5682864,96,14,16,15,59,35.56
KCARP,2024-11-12T12:40:17.000,6.6830045,-1.5682864,96,12,13,13,58,35.56
KCARP,2024-11-12T12:40:22.000,6.6830045,-1.5682864,96,13,14,14,59,35.56
KCARP,2024-11-12T12:40:27.000,6.6830329,-1.5682841,96,13,14,14,59,35.56
KCARP,2024-11-12T12:40:32.000,6.6830329,-1.5682841,96,14,15,15,59,35.56
KCARP,2024-11-12T12:40:37.000,6.6830329,-1.5682841,96,13,15,14,58,35.56
KCARP,2024-11-12T12:40:42.000,6.6830329,-1.5682841,97,13,15,14,58,36.11
KCARP,2024-11-12T12:40:47.000,6.6830329,-1.5682841,97,15,17,16,58,36.11
KCARP,2024-11-12T12:40:52.000,6.6829962,-1.5683975,97,16,18,17,58,36.11
KCARP,2024-11-12T12:40:57.000,6.6829962,-1.5683975,97,14,16,15,58,36.11
KCARP,2024-11-12T12:41:02.000,6.6829987,-1.5683644,97,13,15,14,58,36.11
KCARP,2024-11-12T12:41:07.000,6.6829867,-1.5683124,97,13,14,14,57,36.11
KCARP,2024-11-12T12:41:12.000,6.6829841,-1.5682887,97,13,14,14,58,36.11
KCARP,2024-11-12T12:41:17.000,6.6830088,-1.5682769,97,12,13,13,58,36.11
KCARP,2024-11-12T12:41:22.000,6.6830088,-1.5682769,97,13,15,14,58,36.11
KCARP,2024-11-12T12:41:27.000,6.6829501,-1.5686147,97,13,14,14,58,36.11
KCARP,2024-11-12T12:41:32.000,6.6829987,-1.5684411,97,14,16,15,58,36.11
KCARP,2024-11-12T12:41:37.000,6.6830031,-1.5683804,97,14,15,15,57,36.11
KCARP,2024-11-12T12:41:42.000,6.6829978,-1.5683451,97,12,13,13,57,36.11
KCARP,2024-11-12T12:41:47.000,6.6829978,-1.5683451,97,15,17,16,56,36.11
KCARP,2024-11-12T12:41:52.000,6.6829978,-1.5683451,97,14,16,15,56,36.11
KCARP,2024-11-12T12:41:57.000,6.6829978,-1.5683451,97,13,14,14,56,36.11
KCARP,2024-11-12T12:42:02.000,6.6836091,-1.5683184,98,14,15,15,55,36.67
KCARP,2024-11-12T12:42:07.000,6.6835993,-1.5682812,98,13,14,14,55,36.67
KCARP,2024-11-12T12:42:12.000,6.6835961,-1.568284,98,13,14,14,54,36.67
KCARP,2024-11-12T12:42:17.000,6.6835751,-1.5682921,98,13,15,14,54,36.67
KCARP,2024-11-12T12:42:22.000,6.6835488,-1.5682926,98,12,13,13,54,36.67
KCARP,2024-11-12T12:42:27.000,6.6835427,-1.5682784,98,10,11,10,54,36.67
KCARP,2024-11-12T12:42:32.000,6.6835424,-1.5682739,98,12,13,13,55,36.67
KCARP,2024-11-12T12:42:37.000,6.6835117,-1.5682725,98,14,16,15,52,36.67
KCARP,2024-11-12T12:42:42.000,6.6835117,-1.5682725,98,14,16,15,51,36.67
KCARP,2024-11-12T12:42:47.000,6.6834059,-1.5682727,98,14,16,15,52,36.67
KCARP,2024-11-12T12:42:52.000,6.6831706,-1.568325,98,12,13,13,53,36.67
