Vicinity,Timestamp,Latitude,Longitude,Temp (Fahrenheit),PM 1,PM 10,PM 2.5,RH,Temp (Celcius)
KCARP,2024-11-12T16:32:52.000,6.5981626,-1.5838178,102,24,33,26,49,38.89
KCARP,2024-11-12T16:32:57.000,6.5982427,-1.5840101,102,24,34,26,49,38.89
KCARP,2024-11-12T16:33:02.000,6.5982427,-1.5840101,102,25,36,27,49,38.89
KCARP,2024-11-12T16:33:07.000,6.5982425,-1.5840075,102,23,31,25,50,38.89
KCARP,2024-11-12T16:33:12.000,6.5982425,-1.5840075,103,22,28,24,50,39.44
KCARP,2024-11-12T16:33:17.000,6.5982428,-1.5840108,103,22,29,24,50,39.44
KCARP,2024-11-12T16:33:22.000,6.5977843,-1.5833998,103,22,29,24,50,39.44
KCARP,2024-11-12T16:33:27.000,6.598032,-1.5836408,103,22,29,24,50,39.44
KCARP,2024-11-12T16:33:32.000,6.598032,-1.5836408,103,21,28,23,50,39.44
KCARP,2024-11-12T16:33:37.000,6.5981038,-1.5837898,103,21,27,23,50,39.44
KCARP,2024-11-12T16:33:42.000,6.5981038,-1.5837898,103,22,30,24,49,39.44
KCARP,2024-11-12T16:33:47.000,6.598241,-1.5840033,103,24,33,26,49,39.44
KCARP,2024-11-12T16:33:52.000,6.598241,-1.5840033,103,26,37,28,49,39.44
KCARP,2024-11-12T16:33:57.000,6.5982681,-1.5840465,103,28,41,30,48,39.44
KCARP,2024-11-12T16:34:02.000,6.5982681,-1.5840465,103,28,42,30,48,39.44
KCARP,2024-11-12T16:34:07.000,6.5982474,-1.5840165,103,30,46,32,49,39.44
KCARP,2024-11-12T16:34:12.000,6.5982474,-1.5840165,103,31,49,34,50,39.44
KCARP,2024-11-12T16:34:17.000,6.5982424,-1.5840055,103,28,42,30,49,39.44
KCARP,2024-11-12T16:34:22.000,6.5982424,-1.5840055,103,25,36,27,50,39.44
KCARP,2024-11-12T16:34:27.000,6.5982424,-1.5840055,103,26,37,28,50,39.44
KCARP,2024-11-12T16:34:32.000,6.5982428,-1.5840059,103,27,39,29,50,39.44
KCARP,2024-11-12T16:34:37.000,6.5982428,-1.5840059,103,25,36,27,50,39.44
KCARP,2024-11-12T16:34:42.000,6.5982428,-1.5840059,103,24,33,26,51,39.44
KCARP,2024-11-12T16:34:47.000,6.5982237,-1.5839678,103,24,33,26,50,39.44
KCARP,2024-11-12T16:34:52.000,6.5982237,-1.5839678,103,26,37,28,50,39.44
KCARP,2024-11-12T16:34:57.000,6.5982237,-1.5839678,103,25,36,27,50,39.44
KCARP,2024-11-12T16:35:02.000,6.5982237,-1.5839678,103,26,37,28,50,39.44
KCARP,2024-11-12T16:35:07.000,6.5982237,-1.5839678,103,27,40,29,51,39.44
KCARP,2024-11-12T16:35:12.000,6.5982237,-1.5839678,103,32,51,35,50,39.44
KCARP,2024-11-12T16:35:17.000,6.5982237,-1.5839678,103,33,54,36,50,39.44
KCARP,2024-11-12T16:35:22.000,6.5982237,-1.5839678,103,29,45,32,51,39.44
KCARP,2024-11-12T16:35:27.000,6.5982237,-1.5839678,103,30,46,32,50,39.44
KCARP,2024-11-12T16:35:32.000,6.5982226,-1.5839666,103,29,44,31,50,39.44
KCARP,2024-11-12T16:35:37.000,6.5982226,-1.5839666,103,27,40,29,50,39.44
KCARP,2024-11-12T16:35:42.000,6.5982226,-1.5839666,103,29,45,32,49,39.44
KCARP,2024-11-12T16:35:47.000,6.5982425,-1.5840069,103,32,51,35,49,39.44
KCARP,2024-11-12T16:35:52.000,6.5982425,-1.5840069,103,33,54,36,49,39.44
KCARP,2024-11-12T16:35:57.000,6.5982425,-1.5840069,103,33,54,36,50,39.44
KCARP,2024-11-12T16:36:02.000,6.5982425,-1.5840069,103,34,58,38,50,39.44
KCARP,2024-11-12T16:36:07.000,6.5982425,-1.5840069,103,33,54,36,50,39.44
KCARP,2024-11-12T16:36:12.000,6.5982425,-1.5840069,103,29,45,32,51,39.44
KCARP,2024-11-12T16:36:17.000,6.5982425,-1.5840069,103,31,49,34,50,39.44
KCARP,2024-11-12T16:36:22.000,6.5982425,-1.5840069,103,37,64,41,49,39.44
KCARP,2024-11-12T16:36:27.000,6.5982425,-1.5840069,103,39,70,45,47,39.44
KCARP,2024-11-12T16:36:32.000,6.5982425,-1.5840069,103,44,81,50,47,39.44
KCARP,2024-11-12T16:36:37.000,6.5982425,-1.5840069,103,44,83,51,47,39.44
KCARP,2024-11-12T16:36:42.000,6.597772,-1.5851039,103,46,86,53,47,39.44
KCARP,2024-11-12T16:36:47.000,6.597772,-1.5851039,103,46,86,53,46,39.44
KCARP,2024-11-12T16:36:52.000,6.597772,-1.5851039,103,46,87,53,45,39.44
KCARP,2024-11-12T16:36:57.000,6.597772,-1.5851039,103,46,86,53,45,39.44
KCARP,2024-11-12T16:37:02.000,6.597772,-1.5851039,103,45,85,52,44,39.44
KCARP,2024-11-12T16:37:07.000,6.597772,-1.5851039,103,47,89,54,44,39.44
KCARP,2024-11-12T16:37:12.000,6.5988756,-1.5857616,103,48,91,55,44,39.44
KCARP,2024-11-12T16:37:17.000,6.5988756,-1.5857616,103,48,92,55,45,39.44
KCARP,2024-11-12T16:37:22.000,6.5988756,-1.5857616,103,45,85,52,46,39.44
KCARP,2024-11-12T16:37:27.000,6.5988756,-1.5857616,103,46,86,53,46,39.44
KCARP,2024-11-12T16:37:32.000,6.5988756,-1.5857616,103,46,86,53,44,39.44
KCARP,2024-11-12T16:37:37.000,6.5988756,-1.5857616,103,46,87,53,44,39.44
KCARP,2024-11-12T16:37:42.000,6.5988756,-1.5857616,103,48,91,55,44,39.44
KCARP,2024-11-12T16:37:47.000,6.5988756,-1.5857616,103,48,91,55,45,39.44
KCARP,2024-11-12T16:37:52.000,6.5988756,-1.5857616,103,50,98,58,45,39.44
KCARP,2024-11-12T16:37:57.000,6.5988756,-1.5857616,103,49,94,56,45,39.44
KCARP,2024-11-12T16:38:02.000,6.5988315,-1.5857204,103,47,90,54,45,39.44
KCARP,2024-11-12T16:38:07.000,6.5988315,-1.5857204,103,48,92,56,44,39.44
KCARP,2024-11-12T16:38:12.000,6.5988333,-1.5857163,103,48,92,56,44,39.44
KCARP,2024-11-12T16:38:17.000,6.5988333,-1.5857163,103,47,90,54,44,39.44
KCARP,2024-11-12T16:38:22.000,6.5988333,-1.5857163,103,48,91,55,44,39.44
KCARP,2024-11-12T16:38:27.000,6.5988333,-1.5857163,103,48,92,56,44,39.44
KCARP,2024-11-12T16:38:32.000,6.5988333,-1.5857163,103,49,93,56,44,39.44
KCARP,2024-11-12T16:38:37.000,6.5988331,-1.5857173,103,49,94,56,44,39.44
KCARP,2024-11-12T16:38:42.000,6.5988331,-1.5857173,102,48,91,55,44,38.89
KCARP,2024-11-12T16:38:47.000,6.5988287,-1.5857144,102,47,89,54,44,38.89
KCARP,2024-11-12T16:38:52.000,6.5988287,-1.5857144,102,49,95,57,44,38.89
KCARP,2024-11-12T16:38:57.000,6.5992121,-1.5856154,102,48,91,55,44,38.89
KCARP,2024-11-12T16:39:02.000,6.5990112,-1.5856443,102,51,99,59,45,38.89
KCARP,2024-11-12T16:39:07.000,6.5989023,-1.5857389,102,54,106,63,45,38.89
KCARP,2024-11-12T16:39:12.000,6.5989023,-1.5857389,102,53,104,62,45,38.89
KCARP,2024-11-12T16:39:17.000,6.5988214,-1.5857929,102,52,102,61,45,38.89
KCARP,2024-11-12T16:39:22.000,6.5992675,-1.5856673,102,53,104,62,45,38.89
KCARP,2024-11-12T16:39:27.000,6.5992675,-1.5856673,102,53,104,62,45,38.89
KCARP,2024-11-12T16:39:32.000,6.5992675,-1.5856673,102,51,99,59,45,38.89
KCARP,2024-11-12T16:39:37.000,6.5992675,-1.5856673,102,51,100,60,45,38.89
KCARP,2024-11-12T16:39:42.000,6.5992675,-1.5856673,102,52,103,61,45,38.89
KCARP,2024-11-12T16:39:47.000,6.5988305,-1.5857154,102,51,101,60,45,38.89
KCARP,2024-11-12T16:39:52.000,6.5988305,-1.5857154,102,52,102,60,45,38.89
KCARP,2024-11-12T16:39:57.000,6.5988305,-1.5857154,102,51,100,60,45,38.89
KCARP,2024-11-12T16:40:02.000,6.5988305,-1.5857154,102,53,104,62,45,38.89
KCARP,2024-11-12T16:40:07.000,6.5988305,-1.5857154,102,52,103,61,45,38.89
KCARP,2024-11-12T16:40:12.000,6.5988305,-1.5857154,102,54,106,63,45,38.89
KCARP,2024-11-12T16:40:17.000,6.5988305,-1.5857154,102,56,113,66,45,38.89
KCARP,2024-11-12T16:40:22.000,6.5988305,-1.5857154,102,56,113,66,45,38.89
KCARP,2024-11-12T16:40:27.000,6.5988305,-1.5857154,102,55,109,64,45,38.89
KCARP,2024-11-12T16:40:32.000,6.5988305,-1.5857154,101,55,110,65,45,38.33
KCARP,2024-11-12T16:40:37.000,6.5988305,-1.5857154,101,55,109,64,46,38.33
KCARP,2024-11-12T16:40:42.000,6.5997817,-1.5853341,101,58,119,69,46,38.33
KCARP,2024-11-12T16:40:47.000,6.5997496,-1.5853489,101,56,113,66,46,38.33
KCARP,2024-11-12T16:40:52.000,6.5997636,-1.5853445,101,58,119,69,46,38.33
KCARP,2024-11-12T16:40:57.000,6.5998001,-1.5853204,101,59,121,70,46,38.33
KCARP,2024-11-12T16:41:02.000,6.5998701,-1.5853681,101,57,116,67,46,38.33
KCARP,2024-11-12T16:41:07.000,6.5999191,-1.5853791,101,55,109,64,46,38.33
KCARP,2024-11-12T16:41:12.000,6.5999836,-1.5853779,101,55,111,65,46,38.33
KCARP,2024-11-12T16:41:17.000,6.6000348,-1.5853973,101,58,118,69,46,38.33
KCARP,2024-11-12T16:41:22.000,6.6000955,-1.5854309,101,64,134,76,46,38.33
KCARP,2024-11-12T16:41:27.000,6.6001212,-1.5854597,101,66,138,78,46,38.33
KCARP,2024-11-12T16:41:32.000,6.6001212,-1.5854597,101,66,139,79,46,38.33
KCARP,2024-11-12T16:41:37.000,6.6001212,-1.5854597,101,65,136,77,46,38.33
KCARP,2024-11-12T16:41:42.000,6.6001212,-1.5854597,101,64,134,76,46,38.33
KCARP,2024-11-12T16:41:47.000,6.6001212,-1.5854597,101,63,131,75,47,38.33
KCARP,2024-11-12T16:41:52.000,6.6001212,-1.5854597,101,65,137,78,47,38.33
KCARP,2024-11-12T16:41:57.000,6.6001212,-1.5854597,101,63,131,75,48,38.33
KCARP,2024-11-12T16:42:02.000,6.5997834,-1.5853301,101,60,123,71,48,38.33
KCARP,2024-11-12T16:42:07.000,6.5998048,-1.5853234,101,62,129,74,48,38.33
KCARP,2024-11-12T16:42:12.000,6.5998197,-1.5853196,101,67,141,80,49,38.33
KCARP,2024-11-12T16:42:17.000,6.5998197,-1.5853196,101,62,128,73,49,38.33
KCARP,2024-11-12T16:42:22.000,6.599805,-1.5853261,101,58,119,69,49,38.33
KCARP,2024-11-12T16:42:27.000,6.5997988,-1.5853316,101,64,133,76,49,38.33
KCARP,2024-11-12T16:42:32.000,6.5997988,-1.5853316,101,65,136,77,49,38.33
KCARP,2024-11-12T16:42:37.000,6.5997988,-1.5853316,101,67,141,80,49,38.33
KCARP,2024-11-12T16:42:42.000,6.5997988,-1.5853316,101,72,154,87,48,38.33
KCARP,2024-11-12T16:42:47.000,6.5997835,-1.5853288,101,66,139,79,47,38.33
KCARP,2024-11-12T16:42:52.000,6.5997835,-1.5853288,101,58,119,69,47,38.33
KCARP,2024-11-12T16:42:57.000,6.5998398,-1.5854036,101,62,128,73,47,38.33
KCARP,2024-11-12T16:43:02.000,6.5998224,-1.5854177,101,66,137,78,47,38.33
KCARP,2024-11-12T16:43:07.000,6.5998224,-1.5854177,101,68,142,81,47,38.33
KCARP,2024-11-12T16:43:12.000,6.5998224,-1.5854177,101,68,142,81,47,38.33
KCARP,2024-11-12T16:43:17.000,6.599817,-1.5854296,101,67,142,81,47,38.33
KCARP,2024-11-12T16:43:22.000,6.599814,-1.5854335,101,69,147,83,47,38.33
KCARP,2024-11-12T16:43:27.000,6.599814,-1.5854335,101,72,155,87,48,38.33
KCARP,2024-11-12T16:43:32.000,6.599814,-1.5854335,101,72,154,87,48,38.33
KCARP,2024-11-12T16:43:37.000,6.599814,-1.5854335,101,69,146,83,48,38.33
KCARP,2024-11-12T16:43:42.000,6.599814,-1.5854335,101,65,135,77,48,38.33
KCARP,2024-11-12T16:43:47.000,6.599814,-1.5854335,101,63,131,75,47,38.33
KCARP,2024-11-12T16:43:52.000,6.599814,-1.5854335,101,65,137,78,47,38.33
KCARP,2024-11-12T16:43:57.000,6.599814,-1.5854335,101,66,140,79,48,38.33
KCARP,2024-11-12T16:44:02.000,6.599814,-1.5854335,101,67,140,80,47,38.33
KCARP,2024-11-12T16:44:07.000,6.599814,-1.5854335,101,72,153,86,47,38.33
KCARP,2024-11-12T16:44:12.000,6.599814,-1.5854335,101,75,162,91,47,38.33
KCARP,2024-11-12T16:44:17.000,6.599814,-1.5854335,101,76,164,91,47,38.33
KCARP,2024-11-12T16:44:22.000,6.599814,-1.5854335,101,75,162,91,47,38.33
KCARP,2024-11-12T16:44:27.000,6.599814,-1.5854335,101,71,152,85,47,38.33
KCARP,2024-11-12T16:44:32.000,6.599814,-1.5854335,101,70,151,84,47,38.33
KCARP,2024-11-12T16:44:37.000,6.5999312,-1.5854914,101,69,145,83,47,38.33
KCARP,2024-11-12T16:44:42.000,6.5999442,-1.5854838,101,66,137,78,47,38.33
KCARP,2024-11-12T16:44:47.000,6.5999442,-1.5854838,101,64,134,76,47,38.33
KCARP,2024-11-12T16:44:52.000,6.5999093,-1.5854792,101,67,142,80,48,38.33
KCARP,2024-11-12T16:44:57.000,6.5998743,-1.5854906,101,70,150,84,48,38.33
KCARP,2024-11-12T16:45:02.000,6.5998712,-1.5854935,101,68,144,82,47,38.33
KCARP,2024-11-12T16:45:07.000,6.5998712,-1.5854935,101,67,141,80,47,38.33
KCARP,2024-11-12T16:45:12.000,6.5998712,-1.5854935,101,67,141,80,47,38.33
KCARP,2024-11-12T16:45:17.000,6.5998712,-1.5854935,101,65,135,77,47,38.33
KCARP,2024-11-12T16:45:22.000,6.5999332,-1.5854909,101,63,131,75,48,38.33
KCARP,2024-11-12T16:45:27.000,6.5999332,-1.5854909,101,61,127,73,48,38.33
KCARP,2024-11-12T16:45:32.000,6.5999363,-1.585494,101,59,122,70,49,38.33
KCARP,2024-11-12T16:45:37.000,6.5998813,-1.5854733,101,64,133,76,49,38.33
KCARP,2024-11-12T16:45:42.000,6.5998813,-1.5854733,101,65,137,77,50,38.33
KCARP,2024-11-12T16:45:47.000,6.5998813,-1.5854733,101,65,136,77,50,38.33
KCARP,2024-11-12T16:45:52.000,6.5998813,-1.5854733,101,65,136,77,52,38.33
KCARP,2024-11-12T16:45:57.000,6.5998813,-1.5854733,101,66,139,79,51,38.33
KCARP,2024-11-12T16:46:02.000,6.5998813,-1.5854733,101,68,142,81,51,38.33
KCARP,2024-11-12T16:46:07.000,6.5999234,-1.5854856,101,67,141,80,51,38.33
KCARP,2024-11-12T16:46:12.000,6.5999234,-1.5854856,101,66,138,79,50,38.33
KCARP,2024-11-12T16:46:17.000,6.5999316,-1.5854904,101,64,134,76,50,38.33
KCARP,2024-11-12T16:46:22.000,6.5999316,-1.5854904,101,65,136,77,50,38.33
KCARP,2024-11-12T16:46:27.000,6.5999275,-1.5854912,101,66,138,78,50,38.33
KCARP,2024-11-12T16:46:32.000,6.599931,-1.5854861,101,63,131,75,50,38.33
KCARP,2024-11-12T16:46:37.000,6.599931,-1.5854861,101,62,130,74,50,38.33
KCARP,2024-11-12T16:46:42.000,6.5999401,-1.5854902,101,64,133,76,50,38.33
KCARP,2024-11-12T16:46:47.000,6.5999401,-1.5854902,101,64,133,76,50,38.33
KCARP,2024-11-12T16:46:52.000,6.5999401,-1.5854902,101,67,141,80,50,38.33
KCARP,2024-11-12T16:46:57.000,6.5999034,-1.5854869,101,70,148,84,50,38.33
KCARP,2024-11-12T16:47:02.000,6.5999034,-1.5854869,101,69,147,83,51,38.33
KCARP,2024-11-12T16:47:07.000,6.5999034,-1.5854869,101,71,150,85,51,38.33
KCARP,2024-11-12T16:47:12.000,6.5999034,-1.5854869,101,71,151,85,51,38.33
KCARP,2024-11-12T16:47:17.000,6.5999034,-1.5854869,101,70,151,85,50,38.33
KCARP,2024-11-12T16:47:22.000,6.5999353,-1.5854892,101,72,154,86,50,38.33
KCARP,2024-11-12T16:47:27.000,6.5999353,-1.5854892,101,74,160,90,50,38.33
KCARP,2024-11-12T16:47:32.000,6.5998213,-1.5854882,101,76,165,92,51,38.33
KCARP,2024-11-12T16:47:37.000,6.5998405,-1.5854821,101,77,166,92,51,38.33
KCARP,2024-11-12T16:47:42.000,6.5998434,-1.5854815,101,74,159,89,51,38.33
KCARP,2024-11-12T16:47:47.000,6.5998434,-1.5854815,101,71,152,85,52,38.33
KCARP,2024-11-12T16:47:52.000,6.5999001,-1.5854859,101,75,162,90,53,38.33
KCARP,2024-11-12T16:47:57.000,6.5999001,-1.5854859,101,76,164,91,53,38.33
KCARP,2024-11-12T16:48:02.000,6.5999373,-1.585492,101,74,160,90,53,38.33
KCARP,2024-11-12T16:48:07.000,6.5999373,-1.585492,101,74,160,89,53,38.33
KCARP,2024-11-12T16:48:12.000,6.5999126,-1.5854877,101,75,161,90,53,38.33
KCARP,2024-11-12T16:48:17.000,6.5999126,-1.5854877,101,74,160,90,53,38.33
KCARP,2024-11-12T16:48:22.000,6.5999126,-1.5854877,101,75,161,90,53,38.33
KCARP,2024-11-12T16:48:27.000,6.5999126,-1.5854877,101,78,169,94,53,38.33
KCARP,2024-11-12T16:48:32.000,6.5999193,-1.5854909,101,79,173,96,53,38.33
KCARP,2024-11-12T16:48:37.000,6.5999193,-1.5854909,102,79,172,96,53,38.89
KCARP,2024-11-12T16:48:42.000,6.5999193,-1.5854909,102,77,167,93,52,38.89
KCARP,2024-11-12T16:48:47.000,6.5999193,-1.5854909,102,78,169,94,52,38.89
KCARP,2024-11-12T16:48:52.000,6.5999193,-1.5854909,102,80,175,96,52,38.89
KCARP,2024-11-12T16:48:57.000,6.5999193,-1.5854909,102,83,183,101,51,38.89
KCARP,2024-11-12T16:49:02.000,6.5999193,-1.5854909,102,87,192,106,51,38.89
KCARP,2024-11-12T16:49:07.000,6.5999193,-1.5854909,102,89,198,109,51,38.89
KCARP,2024-11-12T16:49:12.000,6.5999246,-1.5854888,102,90,199,109,51,38.89
KCARP,2024-11-12T16:49:17.000,6.5999325,-1.58549,102,87,193,106,52,38.89
KCARP,2024-11-12T16:49:22.000,6.5999325,-1.58549,102,87,193,106,52,38.89
KCARP,2024-11-12T16:49:27.000,6.5999307,-1.5854856,102,90,200,110,52,38.89
KCARP,2024-11-12T16:49:32.000,6.5999307,-1.5854856,102,90,200,109,52,38.89
KCARP,2024-11-12T16:49:37.000,6.5999363,-1.5854893,102,83,184,101,53,38.89
KCARP,2024-11-12T16:49:42.000,6.5999363,-1.5854893,102,82,180,99,52,38.89
KCARP,2024-11-12T16:49:47.000,6.5999384,-1.5854914,102,86,192,105,53,38.89
KCARP,2024-11-12T16:49:52.000,6.599836,-1.5854901,102,86,190,104,53,38.89
KCARP,2024-11-12T16:49:57.000,6.5999291,-1.5854844,102,88,196,108,52,38.89
KCARP,2024-11-12T16:50:02.000,6.5999291,-1.5854844,102,91,201,110,52,38.89
KCARP,2024-11-12T16:50:07.000,6.599932,-1.5854875,102,91,200,110,52,38.89
KCARP,2024-11-12T16:50:12.000,6.599932,-1.5854875,102,90,200,110,52,38.89
KCARP,2024-11-12T16:50:17.000,6.5998085,-1.5854501,102,91,203,111,53,38.89
KCARP,2024-11-12T16:50:22.000,6.5998085,-1.5854501,102,91,203,111,53,38.89
KCARP,2024-11-12T16:50:27.000,6.5999329,-1.5854863,102,92,203,111,53,38.89
KCARP,2024-11-12T16:50:32.000,6.5999329,-1.5854863,102,92,206,113,52,38.89
KCARP,2024-11-12T16:50:37.000,6.5999304,-1.5854884,102,94,210,114,53,38.89
KCARP,2024-11-12T16:50:42.000,6.5999304,-1.5854884,102,95,212,116,52,38.89
KCARP,2024-11-12T16:50:47.000,6.5999362,-1.5854885,102,94,211,115,52,38.89
KCARP,2024-11-12T16:50:52.000,6.5999362,-1.5854885,102,93,208,113,52,38.89
KCARP,2024-11-12T16:50:57.000,6.5999362,-1.5854885,102,89,198,109,52,38.89
KCARP,2024-11-12T16:51:02.000,6.5999362,-1.5854885,102,90,199,109,52,38.89
KCARP,2024-11-12T16:51:07.000,6.5999347,-1.585489,102,94,211,115,52,38.89
KCARP,2024-11-12T16:51:12.000,6.5999026,-1.5854776,102,94,209,115,52,38.89
KCARP,2024-11-12T16:51:17.000,6.5999352,-1.5854865,102,92,206,113,52,38.89
KCARP,2024-11-12T16:51:22.000,6.5999352,-1.5854865,102,91,201,110,52,38.89
KCARP,2024-11-12T16:51:27.000,6.5999352,-1.585487,102,86,189,104,52,38.89
KCARP,2024-11-12T16:51:32.000,6.5999339,-1.5854866,102,85,188,103,52,38.89
KCARP,2024-11-12T16:51:37.000,6.5999339,-1.5854866,102,87,192,105,51,38.89
KCARP,2024-11-12T16:51:42.000,6.5998204,-1.5854854,102,87,194,106,51,38.89
KCARP,2024-11-12T16:51:47.000,6.5999288,-1.585484,102,87,192,105,51,38.89
KCARP,2024-11-12T16:51:52.000,6.5999288,-1.585484,102,88,195,107,51,38.89
KCARP,2024-11-12T16:51:57.000,6.5999288,-1.585484,103,88,195,107,51,39.44
KCARP,2024-11-12T16:52:02.000,6.5999314,-1.5854863,103,87,192,105,51,39.44
KCARP,2024-11-12T16:52:07.000,6.5999314,-1.5854863,103,84,185,102,51,39.44
KCARP,2024-11-12T16:52:12.000,6.5999296,-1.5854853,103,85,188,103,51,39.44
KCARP,2024-11-12T16:52:17.000,6.5999296,-1.5854853,103,83,184,101,51,39.44
KCARP,2024-11-12T16:52:22.000,6.5999296,-1.5854853,103,80,176,97,51,39.44
KCARP,2024-11-12T16:52:27.000,6.5999296,-1.5854853,103,84,184,101,50,39.44
KCARP,2024-11-12T16:52:32.000,6.5999296,-1.5854853,103,85,188,104,50,39.44
KCARP,2024-11-12T16:52:37.000,6.5999296,-1.5854853,103,87,193,106,50,39.44
KCARP,2024-11-12T16:52:42.000,6.5999296,-1.5854853,103,85,189,103,50,39.44
KCARP,2024-11-12T16:52:47.000,6.5999296,-1.5854853,103,85,186,103,50,39.44
KCARP,2024-11-12T16:52:52.000,6.5999296,-1.5854853,103,84,185,102,49,39.44
KCARP,2024-11-12T16:52:57.000,6.5999296,-1.5854853,103,79,174,97,49,39.44
KCARP,2024-11-12T16:53:02.000,6.5998134,-1.5854882,103,76,165,92,49,39.44
KCARP,2024-11-12T16:53:07.000,6.5998134,-1.5854882,103,73,157,88,49,39.44
KCARP,2024-11-12T16:53:12.000,6.5998134,-1.5854882,103,74,159,89,49,39.44
KCARP,2024-11-12T16:53:17.000,6.5998339,-1.5854884,103,77,166,93,49,39.44
KCARP,2024-11-12T16:53:22.000,6.5998339,-1.5854884,103,75,162,91,49,39.44
KCARP,2024-11-12T16:53:27.000,6.5998024,-1.585575,103,73,158,89,49,39.44
KCARP,2024-11-12T16:53:32.000,6.5998024,-1.585575,103,73,157,88,49,39.44
KCARP,2024-11-12T16:53:37.000,6.5999389,-1.5854924,103,70,149,84,48,39.44
KCARP,2024-11-12T16:53:42.000,6.5999332,-1.5854853,103,72,155,87,49,39.44
KCARP,2024-11-12T16:53:47.000,6.599951,-1.5854641,103,67,142,80,49,39.44
KCARP,2024-11-12T16:53:52.000,6.5999409,-1.5854662,103,62,128,73,48,39.44
KCARP,2024-11-12T16:53:57.000,6.5999409,-1.5854662,103,55,110,65,48,39.44
KCARP,2024-11-12T16:54:02.000,6.5999409,-1.5854662,103,48,93,56,47,39.44
KCARP,2024-11-12T16:54:07.000,6.5999463,-1.585464,103,44,83,51,47,39.44
KCARP,2024-11-12T16:54:12.000,6.5999463,-1.585464,103,43,79,49,48,39.44
KCARP,2024-11-12T16:54:17.000,6.5999463,-1.585464,103,42,77,48,48,39.44
KCARP,2024-11-12T16:54:22.000,6.5999463,-1.585464,103,37,65,42,47,39.44
KCARP,2024-11-12T16:54:27.000,6.5999463,-1.585464,103,36,62,41,48,39.44
KCARP,2024-11-12T16:54:32.000,6.5999463,-1.585464,103,36,62,40,48,39.44
KCARP,2024-11-12T16:54:37.000,6.5999463,-1.585464,103,38,67,44,48,39.44
KCARP,2024-11-12T16:54:42.000,6.5999463,-1.585464,103,39,69,44,47,39.44
KCARP,2024-11-12T16:54:47.000,6.5999463,-1.585464,103,35,61,40,47,39.44
KCARP,2024-11-12T16:54:52.000,6.5999463,-1.585464,103,34,56,37,48,39.44
KCARP,2024-11-12T16:54:57.000,6.5999463,-1.585464,103,35,60,39,47,39.44
KCARP,2024-11-12T16:55:02.000,6.5999463,-1.585464,103,36,61,40,47,39.44
KCARP,2024-11-12T16:55:07.000,6.5999463,-1.585464,103,36,62,41,48,39.44
KCARP,2024-11-12T16:55:12.000,6.5999463,-1.585464,103,35,60,39,48,39.44
KCARP,2024-11-12T16:55:17.000,6.5999463,-1.585464,103,34,58,38,48,39.44
KCARP,2024-11-12T16:55:22.000,6.5999463,-1.585464,103,36,61,40,48,39.44
KCARP,2024-11-12T16:55:27.000,6.5999463,-1.585464,103,37,65,42,48,39.44
KCARP,2024-11-12T16:55:32.000,6.5999463,-1.585464,103,35,60,39,48,39.44
KCARP,2024-11-12T16:55:37.000,6.5999463,-1.585464,103,35,60,39,48,39.44
KCARP,2024-11-12T16:55:42.000,6.5999463,-1.585464,103,33,53,36,47,39.44
KCARP,2024-11-12T16:55:47.000,6.5999463,-1.585464,103,32,51,35,47,39.44
KCARP,2024-11-12T16:55:52.000,6.5999463,-1.585464,103,32,51,35,47,39.44
KCARP,2024-11-12T16:55:57.000,6.5999463,-1.585464,103,31,49,34,48,39.44
KCARP,2024-11-12T16:56:02.000,6.5999463,-1.585464,103,31,50,34,48,39.44
KCARP,2024-11-12T16:56:07.000,6.5999463,-1.585464,103,33,54,36,48,39.44
KCARP,2024-11-12T16:56:12.000,6.5999463,-1.585464,103,33,54,36,48,39.44
KCARP,2024-11-12T16:56:17.000,6.5999463,-1.585464,103,32,53,35,48,39.44
KCARP,2024-11-12T16:56:22.000,6.5999463,-1.585464,103,32,51,35,47,39.44
KCARP,2024-11-12T16:56:27.000,6.5999463,-1.585464,103,33,54,36,48,39.44
KCARP,2024-11-12T16:56:32.000,6.5999463,-1.585464,103,33,54,36,48,39.44
KCARP,2024-11-12T16:56:37.000,6.5999463,-1.585464,103,34,58,38,47,39.44
KCARP,2024-11-12T16:56:42.000,6.5999463,-1.585464,103,34,58,38,48,39.44
KCARP,2024-11-12T16:56:47.000,6.5999463,-1.585464,103,37,65,42,48,39.44
KCARP,2024-11-12T16:56:52.000,6.5999463,-1.585464,103,36,61,40,47,39.44
KCARP,2024-11-12T16:56:57.000,6.5999463,-1.585464,103,35,60,39,47,39.44
KCARP,2024-11-12T16:57:02.000,6.5999463,-1.585464,103,36,61,40,47,39.44
KCARP,2024-11-12T16:57:07.000,6.5999463,-1.585464,103,35,59,38,47,39.44
KCARP,2024-11-12T16:57:12.000,6.5999463,-1.585464,103,35,59,38,47,39.44
KCARP,2024-11-12T16:57:17.000,6.5999463,-1.585464,103,34,58,38,47,39.44
KCARP,2024-11-12T16:57:22.000,6.5999463,-1.585464,103,35,60,39,47,39.44
KCARP,2024-11-12T16:57:27.000,6.5999463,-1.585464,103,35,60,39,47,39.44
KCARP,2024-11-12T16:57:32.000,6.5999463,-1.585464,103,37,65,42,47,39.44
KCARP,2024-11-12T16:57:37.000,6.5999463,-1.585464,103,39,70,45,47,39.44
