latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
8.7021,-1.6961,328.4,1.1,1.1,2023-01-18,1353,Aqua,MODIS,52,61.03,315.4,8.4,D,0
8.7077,-1.7034,328.8,1.1,1.1,2023-01-18,1353,Aqua,MODIS,59,61.03,314.7,9.4,D,0
8.6992,-1.9034,338.9,1.1,1,2023-01-18,1353,Aqua,MODIS,82,61.03,314.8,27.4,D,0
8.7383,-1.7586,336.1,1.1,1,2023-01-18,1353,Aqua,MODIS,78,61.03,315.5,19.8,D,0
8.7685,-1.6101,351.5,1.1,1.1,2023-01-18,1353,Aqua,MODIS,94,61.03,319.6,50.9,D,0
8.7671,-1.6201,349.3,1.1,1.1,2023-01-18,1353,Aqua,MODIS,92,61.03,320,45.4,D,0
8.661,-2.4433,333.8,1,1,2023-01-18,1353,Aqua,MODIS,71,61.03,318.4,14.3,D,0
9.0058,-0.0343,339.4,1.4,1.2,2023-01-18,1353,Aqua,MODIS,84,61.03,312,36.9,D,0
8.7944,-1.5623,334.7,1.1,1.1,2023-01-18,1353,Aqua,MODIS,75,61.03,316.1,18,D,0
9.0638,0.3114,325.9,1.5,1.2,2023-01-18,1353,Aqua,MODIS,56,61.03,309,11.8,D,0
8.8905,-0.944,327.1,1.2,1.1,2023-01-18,1353,Aqua,MODIS,39,61.03,311.8,8.3,D,0
8.7855,-1.6942,336,1.1,1.1,2023-01-18,1353,Aqua,MODIS,77,61.03,315.8,17.4,D,0
8.7841,-1.7042,331.2,1.1,1.1,2023-01-18,1353,Aqua,MODIS,67,61.03,316.7,9.8,D,0
8.7801,-1.8409,327.8,1.1,1,2023-01-18,1353,Aqua,MODIS,41,61.03,313.8,9.4,D,0
8.8541,-1.441,329,1.1,1.1,2023-01-18,1353,Aqua,MODIS,47,61.03,316.2,5.7,D,0
8.8083,-1.7744,330.2,1.1,1,2023-01-18,1353,Aqua,MODIS,63,61.03,315.9,9.3,D,0
8.7931,-1.9526,328.4,1.1,1,2023-01-18,1353,Aqua,MODIS,56,61.03,314.7,8.5,D,0
8.7918,-1.9623,328.9,1.1,1,2023-01-18,1353,Aqua,MODIS,60,61.03,313.9,9.1,D,0
8.7568,-2.2128,329.7,1.1,1,2023-01-18,1353,Aqua,MODIS,64,61.03,314.3,9.2,D,0
8.8022,-2.0232,329.5,1.1,1,2023-01-18,1353,Aqua,MODIS,62,61.03,315.7,8.3,D,0
8.9679,-0.9717,335,1.2,1.1,2023-01-18,1353,Aqua,MODIS,75,61.03,315.7,21,D,0
8.983,-1.1018,337.1,1.2,1.1,2023-01-18,1353,Aqua,MODIS,78,61.03,317.9,21,D,0
8.8231,-2.2676,335.8,1.1,1,2023-01-18,1353,Aqua,MODIS,77,61.03,313,20.7,D,0
8.8152,-2.3246,328.2,1.1,1,2023-01-18,1353,Aqua,MODIS,55,61.03,315,7.7,D,0
8.9172,-1.7258,329,1.1,1.1,2023-01-18,1353,Aqua,MODIS,45,61.03,315,8.2,D,0
8.9158,-1.7358,329.6,1.1,1.1,2023-01-18,1353,Aqua,MODIS,56,61.03,314.3,9.6,D,0
8.8375,-2.2988,331.5,1.1,1,2023-01-18,1353,Aqua,MODIS,68,61.03,314,13.2,D,0
8.999,-1.202,330.9,1.2,1.1,2023-01-18,1353,Aqua,MODIS,57,61.03,317,8.1,D,0
8.9975,-1.2126,333.8,1.2,1.1,2023-01-18,1353,Aqua,MODIS,71,61.03,316.4,13.4,D,0
8.9073,-1.8657,330.2,1.1,1,2023-01-18,1353,Aqua,MODIS,50,61.03,316.3,10.8,D,0
9.0594,-0.8339,332.5,1.2,1.1,2023-01-18,1353,Aqua,MODIS,69,61.03,319.4,12.4,D,0
9.1591,-0.2558,330.3,1.4,1.2,2023-01-18,1353,Aqua,MODIS,67,61.03,315.2,13,D,0
9.0805,-0.9717,344.4,1.2,1.1,2023-01-18,1353,Aqua,MODIS,87,61.03,317.2,35.4,D,0
9.0824,-0.9665,337,1.2,1.1,2023-01-18,1353,Aqua,MODIS,77,61.03,317.8,19.5,D,0
8.9625,-1.9894,335.2,1.1,1,2023-01-18,1353,Aqua,MODIS,75,61.03,317.9,15.8,D,0
8.9611,-1.9992,334.8,1.1,1,2023-01-18,1353,Aqua,MODIS,74,61.03,318.4,14.7,D,0
8.9463,-2.1057,332.8,1.1,1,2023-01-18,1353,Aqua,MODIS,69,61.03,315.7,10.4,D,0
9.1148,-0.9487,339.1,1.2,1.1,2023-01-18,1353,Aqua,MODIS,81,61.03,321,24.2,D,0
9.1133,-0.9597,351.6,1.2,1.1,2023-01-18,1353,Aqua,MODIS,94,61.03,320.1,56,D,0
8.9556,-2.107,340.3,1.1,1,2023-01-18,1353,Aqua,MODIS,83,61.03,318.4,22.9,D,0
9.1535,-0.738,330.9,1.3,1.1,2023-01-18,1353,Aqua,MODIS,57,61.03,315.8,10.6,D,0
9.0774,-1.5061,331.8,1.1,1.1,2023-01-18,1353,Aqua,MODIS,65,61.03,317.6,12.3,D,0
9.076,-1.5164,332.2,1.1,1.1,2023-01-18,1353,Aqua,MODIS,66,61.03,317.7,13.3,D,0
9.0528,-1.7504,337.6,1.1,1.1,2023-01-18,1353,Aqua,MODIS,78,61.03,316.2,21,D,0
9.2794,-0.4918,355.1,1.3,1.1,2023-01-18,1353,Aqua,MODIS,96,61.03,312.6,82.6,D,0
9.2778,-0.5035,342.8,1.3,1.1,2023-01-18,1353,Aqua,MODIS,86,61.03,313.1,43.9,D,0
9.2879,-0.5049,340.7,1.3,1.1,2023-01-18,1353,Aqua,MODIS,83,61.03,313.2,39.3,D,0
9.1684,-1.3778,330.7,1.2,1.1,2023-01-18,1353,Aqua,MODIS,59,61.03,316.7,11.3,D,0
9.3869,0.1488,332.2,1.4,1.2,2023-01-18,1353,Aqua,MODIS,71,61.03,312.5,22.1,D,0
9.2237,-1.1917,336.1,1.2,1.1,2023-01-18,1353,Aqua,MODIS,48,61.03,316.9,16.1,D,0
9.3236,-0.5456,342.5,1.3,1.1,2023-01-18,1353,Aqua,MODIS,85,61.03,316,37.5,D,0
9.3228,-0.5393,333.7,1.3,1.1,2023-01-18,1353,Aqua,MODIS,60,61.03,317,15.7,D,0
9.3213,-0.551,331.1,1.3,1.1,2023-01-18,1353,Aqua,MODIS,26,61.03,316.1,11,D,0
9.0499,-2.5493,331.6,1,1,2023-01-18,1353,Aqua,MODIS,67,61.03,313.9,13.1,D,0
9.0913,-2.6504,328.7,1,1,2023-01-18,1353,Aqua,MODIS,56,61.03,311.3,10,D,0
9.1399,-2.4379,333.3,1.1,1,2023-01-18,1353,Aqua,MODIS,71,61.03,313.8,16.3,D,0
9.4967,0.049,340.5,1.4,1.2,2023-01-18,1353,Aqua,MODIS,84,61.03,314.9,36.2,D,0
9.3013,-1.3597,333.8,1.2,1.1,2023-01-18,1353,Aqua,MODIS,70,61.03,316.5,13.3,D,0
9.5038,0.0543,335.1,1.4,1.2,2023-01-18,1353,Aqua,MODIS,76,61.03,314.2,23,D,0
9.5021,0.0413,330.9,1.4,1.2,2023-01-18,1353,Aqua,MODIS,66,61.03,313.8,12.5,D,0
9.1449,-2.6647,328,1,1,2023-01-18,1353,Aqua,MODIS,50,61.03,312.9,8.7,D,0
9.1592,-2.6288,327.1,1,1,2023-01-18,1353,Aqua,MODIS,33,61.03,312.8,6.5,D,0
9.4532,-0.5642,330.9,1.3,1.1,2023-01-18,1353,Aqua,MODIS,59,61.03,314,11.9,D,0
9.3399,-1.4675,330.6,1.2,1.1,2023-01-18,1353,Aqua,MODIS,59,61.03,314.8,14.7,D,0
9.5603,-0.0059,333.6,1.4,1.2,2023-01-18,1353,Aqua,MODIS,73,61.03,312.7,20.9,D,0
9.5585,-0.0189,332.9,1.4,1.2,2023-01-18,1353,Aqua,MODIS,70,61.03,311.7,21.6,D,0
9.5362,-0.1827,329.2,1.4,1.2,2023-01-18,1353,Aqua,MODIS,49,61.03,312.7,13.4,D,0
9.5483,-0.1718,343.9,1.4,1.2,2023-01-18,1353,Aqua,MODIS,87,61.03,312.1,47.8,D,0
9.5553,-0.1981,331.3,1.4,1.2,2023-01-18,1353,Aqua,MODIS,50,61.03,309.3,18,D,0
9.5536,-0.2104,347.3,1.4,1.2,2023-01-18,1353,Aqua,MODIS,90,61.03,311.3,59.5,D,0
9.2714,-2.2303,349.9,1.1,1,2023-01-18,1353,Aqua,MODIS,92,61.03,315.4,44.3,D,0
9.2786,-2.2273,335.6,1.1,1,2023-01-18,1353,Aqua,MODIS,75,61.03,316.2,18.4,D,0
9.5608,-0.2045,350.3,1.4,1.2,2023-01-18,1353,Aqua,MODIS,93,61.03,310.1,71.7,D,0
9.5592,-0.2169,333.8,1.4,1.2,2023-01-18,1353,Aqua,MODIS,72,61.03,310.5,24.5,D,0
9.5706,-0.3681,339.2,1.3,1.1,2023-01-18,1353,Aqua,MODIS,81,61.03,316.3,32.8,D,0
9.2847,-2.4519,331.6,1.1,1,2023-01-18,1353,Aqua,MODIS,67,61.03,316.3,12.1,D,0
9.626,-0.0337,331.7,1.4,1.2,2023-01-18,1353,Aqua,MODIS,67,61.03,316.8,13.1,D,0
9.4841,-1.0814,332.1,1.2,1.1,2023-01-18,1353,Aqua,MODIS,65,61.03,318.3,12,D,0
9.4826,-1.0923,334.2,1.2,1.1,2023-01-18,1353,Aqua,MODIS,71,61.03,317.8,15.8,D,0
9.43,-1.4755,333.8,1.2,1.1,2023-01-18,1353,Aqua,MODIS,70,61.03,316.3,17.3,D,0
9.6217,-0.3007,340.3,1.4,1.2,2023-01-18,1353,Aqua,MODIS,83,61.03,313.5,38.1,D,0
9.6473,-0.191,339.9,1.4,1.2,2023-01-18,1353,Aqua,MODIS,75,61.03,311.8,38.4,D,0
9.632,-0.3021,332.3,1.4,1.2,2023-01-18,1353,Aqua,MODIS,52,61.03,312.3,21.2,D,0
9.6171,-0.4791,331.3,1.3,1.1,2023-01-18,1353,Aqua,MODIS,63,61.03,313.1,17,D,0
9.6155,-0.4911,344.4,1.3,1.1,2023-01-18,1353,Aqua,MODIS,87,61.03,311.5,48.2,D,0
9.3485,-2.5253,336.7,1,1,2023-01-18,1353,Aqua,MODIS,78,61.03,316.6,17.1,D,0
9.6782,-0.1765,334.9,1.4,1.2,2023-01-18,1353,Aqua,MODIS,34,61.03,310.9,24.3,D,0
9.6552,-0.3492,330.3,1.4,1.2,2023-01-18,1353,Aqua,MODIS,35,61.03,310.3,15.5,D,0
9.6671,-0.3384,333,1.4,1.2,2023-01-18,1353,Aqua,MODIS,55,61.03,313.4,19.6,D,0
9.7423,-0.0171,332.2,1.4,1.2,2023-01-18,1353,Aqua,MODIS,60,61.03,312.6,19.3,D,0
9.6997,-0.3305,343.7,1.4,1.2,2023-01-18,1353,Aqua,MODIS,86,61.03,316.6,42.4,D,0
9.7407,-0.1851,334.8,1.4,1.2,2023-01-18,1353,Aqua,MODIS,74,61.03,314.4,26.8,D,0
9.739,-0.1977,328.2,1.4,1.2,2023-01-18,1353,Aqua,MODIS,48,61.03,314.1,12.3,D,0
9.7459,-0.1913,338,1.4,1.2,2023-01-18,1353,Aqua,MODIS,79,61.03,315.4,34.4,D,0
9.7797,-0.0148,335.8,1.4,1.2,2023-01-18,1353,Aqua,MODIS,76,61.03,311.5,29,D,0
9.778,-0.0277,340.4,1.4,1.2,2023-01-18,1353,Aqua,MODIS,83,61.03,310.2,42.6,D,0
9.6527,-0.9709,340.7,1.2,1.1,2023-01-18,1353,Aqua,MODIS,82,61.03,317.2,29.1,D,0
9.7903,-0.0162,333.6,1.4,1.2,2023-01-18,1353,Aqua,MODIS,71,61.03,310.4,24.1,D,0
9.7886,-0.0291,354.8,1.4,1.2,2023-01-18,1353,Aqua,MODIS,96,61.03,309.9,91.1,D,0
9.7009,-0.688,336,1.3,1.1,2023-01-18,1353,Aqua,MODIS,75,61.03,318.4,19.5,D,0
9.7991,-0.0305,347.4,1.4,1.2,2023-01-18,1353,Aqua,MODIS,90,61.03,310.6,63,D,0
9.5008,-2.2225,367.8,1.1,1,2023-01-18,1353,Aqua,MODIS,100,61.03,319.2,97.5,D,0
9.4994,-2.2322,360.8,1.1,1,2023-01-18,1353,Aqua,MODIS,100,61.03,318.6,74.5,D,0
9.8149,0.0069,341.7,1.4,1.2,2023-01-18,1353,Aqua,MODIS,85,61.03,312.2,44.5,D,0
9.8131,-0.0061,340.6,1.4,1.2,2023-01-18,1353,Aqua,MODIS,83,61.03,312.8,39.7,D,0
9.7982,-0.2748,335.6,1.4,1.2,2023-01-18,1353,Aqua,MODIS,75,61.03,316,21.4,D,0
9.8484,-0.0634,338,1.4,1.2,2023-01-18,1353,Aqua,MODIS,80,61.03,313.1,32.9,D,0
9.8466,-0.0762,346,1.4,1.2,2023-01-18,1353,Aqua,MODIS,89,61.03,313.3,55.9,D,0
9.854,-0.0711,350.7,1.4,1.2,2023-01-18,1353,Aqua,MODIS,93,61.03,313.7,73.7,D,0
9.6802,-1.3802,337.4,1.2,1.1,2023-01-18,1353,Aqua,MODIS,77,61.03,316.2,23.6,D,0
9.8401,-0.3376,345.4,1.4,1.2,2023-01-18,1353,Aqua,MODIS,88,61.03,316,49.8,D,0
9.6894,-1.4568,328.3,1.2,1.1,2023-01-18,1353,Aqua,MODIS,12,61.03,310.9,11.6,D,0
9.8959,0.002,345.6,1.4,1.2,2023-01-18,1353,Aqua,MODIS,89,61.03,310.6,55.1,D,0
9.8942,-0.011,337.4,1.4,1.2,2023-01-18,1353,Aqua,MODIS,66,61.03,311,31.4,D,0
9.9048,-0.0125,330.3,1.4,1.2,2023-01-18,1353,Aqua,MODIS,44,61.03,310.5,15.8,D,0
9.9188,0.012,341.3,1.4,1.2,2023-01-18,1353,Aqua,MODIS,82,61.03,311.4,41.1,D,0
9.7153,-1.482,344.8,1.2,1.1,2023-01-18,1353,Aqua,MODIS,87,61.03,310.2,43.7,D,0
9.7138,-1.4925,352.2,1.2,1.1,2023-01-18,1353,Aqua,MODIS,94,61.03,311.4,64.2,D,0
9.6118,-2.2253,335.1,1.1,1,2023-01-18,1353,Aqua,MODIS,75,61.03,317.2,14.7,D,0
9.9155,-0.0925,341.5,1.4,1.2,2023-01-18,1353,Aqua,MODIS,84,61.03,313.3,43.5,D,0
9.8406,-0.6428,335,1.3,1.1,2023-01-18,1353,Aqua,MODIS,73,61.03,317.9,16.3,D,0
9.7263,-1.4729,340.3,1.2,1.1,2023-01-18,1353,Aqua,MODIS,82,61.03,309.6,33.9,D,0
9.7248,-1.4834,338.2,1.2,1.1,2023-01-18,1353,Aqua,MODIS,78,61.03,310.4,28.4,D,0
9.6512,-2.0114,335.6,1.1,1,2023-01-18,1353,Aqua,MODIS,76,61.03,313.1,18.6,D,0
9.9561,0.1274,335,1.5,1.2,2023-01-18,1353,Aqua,MODIS,75,61.03,312.3,25.7,D,0
9.7685,-1.2399,346.7,1.2,1.1,2023-01-18,1353,Aqua,MODIS,89,61.03,316.5,43.7,D,0
9.767,-1.2507,331.5,1.2,1.1,2023-01-18,1353,Aqua,MODIS,40,61.03,314.8,12.5,D,0
9.7329,-1.4953,332.6,1.2,1.1,2023-01-18,1353,Aqua,MODIS,43,61.03,308.4,16.8,D,0
9.8289,-0.8762,333.4,1.3,1.1,2023-01-18,1353,Aqua,MODIS,59,61.03,316,12.8,D,0
9.7396,-1.5175,340.8,1.2,1.1,2023-01-18,1353,Aqua,MODIS,77,61.03,307.3,35.8,D,0
9.9607,0.1346,330.7,1.5,1.2,2023-01-18,1353,Aqua,MODIS,56,61.03,312,15.5,D,0
10.0267,0.3039,337,1.5,1.2,2023-01-18,1353,Aqua,MODIS,79,61.03,313.9,34.4,D,0
9.8197,-1.2418,333,1.2,1.1,2023-01-18,1353,Aqua,MODIS,68,61.03,313.2,18.6,D,0
9.9644,-0.2465,330.6,1.4,1.2,2023-01-18,1353,Aqua,MODIS,36,61.03,315.2,10.7,D,0
9.8057,-1.7388,332.1,1.1,1.1,2023-01-18,1353,Aqua,MODIS,67,61.03,311.8,14.6,D,0
9.8243,-1.814,329.2,1.1,1.1,2023-01-18,1353,Aqua,MODIS,37,61.03,314.6,9,D,0
9.9716,-0.8039,335.4,1.3,1.1,2023-01-18,1353,Aqua,MODIS,74,61.03,316.5,17.5,D,0
10.0293,-0.6816,330.7,1.3,1.1,2023-01-18,1353,Aqua,MODIS,61,61.03,316.8,9.3,D,0
9.9677,-1.2864,329,1.2,1.1,2023-01-18,1353,Aqua,MODIS,50,61.03,314.9,8.1,D,0
10.0813,-0.7419,328.7,1.3,1.1,2023-01-18,1353,Aqua,MODIS,50,61.03,313.3,9.4,D,0
9.9301,-1.9171,343.8,1.1,1.1,2023-01-18,1353,Aqua,MODIS,87,61.03,317.1,31.5,D,0
9.9419,-1.9698,330,1.1,1.1,2023-01-18,1353,Aqua,MODIS,62,61.03,314.2,9.7,D,0
10.0393,-1.369,347,1.2,1.1,2023-01-18,1353,Aqua,MODIS,90,61.03,311.9,50.1,D,0
9.9645,-2.1315,330.8,1.1,1,2023-01-18,1353,Aqua,MODIS,65,61.03,309.9,14.4,D,0
10.2898,0.2075,336.4,1.5,1.2,2023-01-18,1353,Aqua,MODIS,78,61.03,315.4,27.2,D,0
10.096,-1.3877,330.6,1.2,1.1,2023-01-18,1353,Aqua,MODIS,52,61.03,312.3,15.9,D,0
10.1042,-1.3997,339.7,1.2,1.1,2023-01-18,1353,Aqua,MODIS,81,61.03,311.4,32.1,D,0
10.1161,-1.4556,340.5,1.2,1.1,2023-01-18,1353,Aqua,MODIS,77,61.03,312.4,34.6,D,0
10.0554,-1.8901,335.8,1.1,1.1,2023-01-18,1353,Aqua,MODIS,76,61.03,315.1,16.7,D,0
10.1194,-1.4509,335.1,1.2,1.1,2023-01-18,1353,Aqua,MODIS,71,61.03,311.5,22.1,D,0
10.3637,0.2473,330.6,1.5,1.2,2023-01-18,1353,Aqua,MODIS,63,61.03,316.6,13.4,D,0
10.1826,-1.1276,329.4,1.2,1.1,2023-01-18,1353,Aqua,MODIS,48,61.03,313.4,7.8,D,0
10.1925,-1.129,333.6,1.2,1.1,2023-01-18,1353,Aqua,MODIS,70,61.03,312.6,15.5,D,0
10.1265,-1.6872,334.8,1.1,1.1,2023-01-18,1353,Aqua,MODIS,73,61.03,316.3,16.7,D,0
10.1251,-1.6975,332,1.1,1.1,2023-01-18,1353,Aqua,MODIS,66,61.03,314.6,12.7,D,0
10.1971,-1.242,328.9,1.2,1.1,2023-01-18,1353,Aqua,MODIS,36,61.03,313.8,7.1,D,0
10.2763,-0.7337,328.5,1.3,1.1,2023-01-18,1353,Aqua,MODIS,33,61.03,311.3,12.5,D,0
10.1981,-1.4512,329.6,1.2,1.1,2023-01-18,1353,Aqua,MODIS,31,61.03,316,9.6,D,0
10.4064,-0.052,330.4,1.5,1.2,2023-01-18,1353,Aqua,MODIS,63,61.03,314.7,13.9,D,0
10.7017,-1.439,335,1.2,1.1,2023-01-18,1354,Aqua,MODIS,73,61.03,319.2,15.8,D,0
10.8677,-1.7145,333.5,1.2,1.1,2023-01-18,1354,Aqua,MODIS,70,61.03,316.8,15,D,0
10.8982,-1.8848,334,1.1,1.1,2023-01-18,1354,Aqua,MODIS,67,61.03,315.4,16.4,D,0
10.8968,-1.8951,357.2,1.1,1.1,2023-01-18,1354,Aqua,MODIS,98,61.03,315.6,71.3,D,0
10.9063,-1.8965,332.6,1.1,1.1,2023-01-18,1354,Aqua,MODIS,66,61.03,314.8,15.4,D,0
10.8117,-2.8553,334.1,1,1,2023-01-18,1354,Aqua,MODIS,73,61.03,320.4,12.9,D,0
10.337,-1.6342,332.4,1.2,1.1,2023-01-18,1354,Aqua,MODIS,67,61.03,316,15.3,D,0
10.3356,-1.6447,328.3,1.2,1.1,2023-01-18,1354,Aqua,MODIS,40,61.03,314.2,8.7,D,0
10.5195,-1.1256,358.7,1.2,1.1,2023-01-18,1354,Aqua,MODIS,99,61.03,314.4,85.4,D,0
10.5404,-1.1229,330,1.2,1.1,2023-01-18,1354,Aqua,MODIS,60,61.03,315.3,10,D,0
10.6756,-0.4954,330.2,1.4,1.2,2023-01-18,1354,Aqua,MODIS,61,61.03,315.3,15.2,D,0
10.674,-0.5077,356.4,1.4,1.2,2023-01-18,1354,Aqua,MODIS,97,61.03,315.8,90.7,D,0
10.465,-2.2437,330.9,1.1,1,2023-01-18,1354,Aqua,MODIS,63,61.03,309.8,12.5,D,0
10.6259,-1.1759,331.9,1.2,1.1,2023-01-18,1354,Aqua,MODIS,66,61.03,317.1,14.6,D,0
10.4843,-2.3628,329.7,1.1,1,2023-01-18,1354,Aqua,MODIS,42,61.03,313.4,9.6,D,0
10.554,-1.9262,333,1.1,1.1,2023-01-18,1354,Aqua,MODIS,69,61.03,316.1,13.1,D,0
10.4935,-2.3642,334.4,1.1,1,2023-01-18,1354,Aqua,MODIS,73,61.03,313.3,16.3,D,0
10.5634,-1.9276,340.8,1.1,1.1,2023-01-18,1354,Aqua,MODIS,83,61.03,316.9,27.3,D,0
10.7343,-1.1967,329.6,1.2,1.1,2023-01-18,1354,Aqua,MODIS,55,61.03,316.4,10.4,D,0
8.1356,0.4489,304.3,3.1,1.7,2023-01-18,2132,Terra,MODIS,59,61.03,292,28.5,N,0
9.885,0.0256,304.4,3.1,1.7,2023-01-18,2132,Terra,MODIS,60,61.03,292.6,28.2,N,0
8.7674,0.2895,303.2,3.1,1.7,2023-01-18,2132,Terra,MODIS,54,61.03,291.7,29.4,N,0
8.7629,0.2669,302.7,3.1,1.7,2023-01-18,2132,Terra,MODIS,51,61.03,290.9,27.8,N,0
8.1356,0.4428,304.2,3.1,1.7,2023-01-18,2132,Terra,MODIS,59,61.03,291.9,27.2,N,0
8.7085,0.3109,307.5,3.1,1.7,2023-01-18,2132,Terra,MODIS,72,61.03,291.5,41.1,N,0
8.7042,0.2837,301.7,3.1,1.7,2023-01-18,2132,Terra,MODIS,44,61.03,291.4,23.4,N,0
8.7085,0.3043,310.1,3.1,1.7,2023-01-18,2132,Terra,MODIS,79,61.03,291.6,51.4,N,0
7.6287,-1.3893,302.8,1.5,1.2,2023-01-19,0210,Aqua,MODIS,52,61.03,291.9,9.7,N,0
7.6266,-1.3761,312.2,1.5,1.2,2023-01-19,0210,Aqua,MODIS,84,61.03,292.4,20.8,N,0
7.6786,-1.3338,308.3,1.5,1.2,2023-01-19,0210,Aqua,MODIS,74,61.03,292.5,15.9,N,0
10.0208,0.2196,322.6,2.5,1.5,2023-01-19,0947,Terra,MODIS,67,61.03,305.6,35.8,D,0
9.8767,0.026,320.1,2.6,1.6,2023-01-19,0947,Terra,MODIS,61,61.03,306.4,27,D,0
9.9274,0.0149,322.5,2.6,1.6,2023-01-19,0947,Terra,MODIS,68,61.03,306.1,34,D,0
8.4331,0.288,328.7,2.4,1.5,2023-01-19,0948,Terra,MODIS,79,61.03,303.8,54.4,D,0
8.4304,0.309,322.2,2.3,1.5,2023-01-19,0948,Terra,MODIS,64,61.03,305.6,28.9,D,0
8.3321,-0.135,317,2.5,1.5,2023-01-19,0948,Terra,MODIS,57,61.03,300.5,22.6,D,0
8.2834,-0.1873,333.9,2.6,1.5,2023-01-19,0948,Terra,MODIS,84,61.03,300.5,96.3,D,0
8.2806,-0.1647,326.9,2.5,1.5,2023-01-19,0948,Terra,MODIS,77,61.03,300.3,61,D,0
8.2609,-0.0075,318.3,2.5,1.5,2023-01-19,0948,Terra,MODIS,61,61.03,299.4,25,D,0
8.2698,-0.1892,336.8,2.6,1.5,2023-01-19,0948,Terra,MODIS,86,61.03,300.7,114.9,D,0
8.267,-0.1667,318.2,2.5,1.5,2023-01-19,0948,Terra,MODIS,61,61.03,299.3,26.9,D,0
8.2659,-0.0129,320.7,2.5,1.5,2023-01-19,0948,Terra,MODIS,68,61.03,299.4,32.5,D,0
8.2763,-0.1944,339.6,2.6,1.5,2023-01-19,0948,Terra,MODIS,88,61.03,301,131.8,D,0
8.2733,-0.1718,341.3,2.5,1.5,2023-01-19,0948,Terra,MODIS,90,61.03,300.4,142.8,D,0
8.1205,-0.0162,317.8,2.5,1.5,2023-01-19,0948,Terra,MODIS,62,61.03,299.4,23.8,D,0
7.4111,-0.1798,316.9,2.5,1.5,2023-01-19,0948,Terra,MODIS,64,61.03,297.2,25.5,D,0
7.3702,-0.0744,313.4,2.4,1.5,2023-01-19,0948,Terra,MODIS,52,61.03,292.8,19.3,D,0
7.1089,-0.4486,315.8,2.6,1.5,2023-01-19,0948,Terra,MODIS,65,61.03,297.5,20.7,D,0
8.6661,-0.6046,319.6,2.8,1.6,2023-01-19,0948,Terra,MODIS,65,61.03,304.6,28.7,D,0
9.8026,-0.0543,324.4,2.6,1.6,2023-01-19,0948,Terra,MODIS,72,61.03,304.8,44.8,D,0
9.7998,-0.0309,320.1,2.6,1.6,2023-01-19,0948,Terra,MODIS,62,61.03,306.1,26.4,D,0
9.7967,-0.062,317,2.6,1.6,2023-01-19,0948,Terra,MODIS,48,61.03,303.8,14.8,D,0
9.7937,-0.0385,323.6,2.6,1.6,2023-01-19,0948,Terra,MODIS,71,61.03,305.2,40.9,D,0
9.7111,-0.1687,330.5,2.7,1.6,2023-01-19,0948,Terra,MODIS,80,61.03,305.1,79.6,D,0
9.7082,-0.1445,324.6,2.7,1.6,2023-01-19,0948,Terra,MODIS,72,61.03,305.9,48.2,D,0
9.7058,-0.1752,326.2,2.7,1.6,2023-01-19,0948,Terra,MODIS,75,61.03,304.6,57.1,D,0
9.7027,-0.1511,332.7,2.7,1.6,2023-01-19,0948,Terra,MODIS,82,61.03,305.9,90,D,0
9.6246,-0.1433,316.2,2.7,1.6,2023-01-19,0948,Terra,MODIS,42,61.03,303.8,18.5,D,0
9.4834,0.2115,339.3,2.5,1.5,2023-01-19,0948,Terra,MODIS,88,61.03,305.9,116.5,D,0
9.4887,0.2062,322.5,2.5,1.5,2023-01-19,0948,Terra,MODIS,69,61.03,305.5,36.8,D,0
9.4859,0.228,317.7,2.5,1.5,2023-01-19,0948,Terra,MODIS,55,61.03,304.4,19.6,D,0
9.4752,0.2044,327.4,2.5,1.5,2023-01-19,0948,Terra,MODIS,77,61.03,305.3,55.3,D,0
9.4724,0.2263,318.8,2.5,1.5,2023-01-19,0948,Terra,MODIS,43,61.03,304,21.5,D,0
9.442,0.4644,321.4,2.4,1.5,2023-01-19,0948,Terra,MODIS,67,61.03,305.6,29.5,D,0
9.2325,0.139,322.6,2.5,1.5,2023-01-19,0948,Terra,MODIS,68,61.03,306.3,30.4,D,0
9.219,0.1372,323.6,2.5,1.5,2023-01-19,0948,Terra,MODIS,72,61.03,306,34.4,D,0
9.2245,0.1312,328.3,2.5,1.5,2023-01-19,0948,Terra,MODIS,78,61.03,306.6,57.1,D,0
9.228,-0.34,318.4,2.7,1.6,2023-01-19,0948,Terra,MODIS,60,61.03,304.9,22.1,D,0
9.2251,-0.316,321.5,2.7,1.6,2023-01-19,0948,Terra,MODIS,68,61.03,305.6,34.3,D,0
9.1556,-0.0437,318.3,2.6,1.5,2023-01-19,0948,Terra,MODIS,60,61.03,304.1,20.2,D,0
9.2582,-2.5782,316.4,4.1,1.9,2023-01-19,0948,Terra,MODIS,47,61.03,303.5,40.4,D,0
8.7091,-0.0552,318.5,2.5,1.5,2023-01-19,0948,Terra,MODIS,62,61.03,298.9,26.4,D,0
8.7154,-0.0614,319.1,2.5,1.5,2023-01-19,0948,Terra,MODIS,64,61.03,299,28.3,D,0
8.7125,-0.0387,316.4,2.5,1.5,2023-01-19,0948,Terra,MODIS,54,61.03,299,19.7,D,0
8.6259,-0.119,319.3,2.6,1.5,2023-01-19,0948,Terra,MODIS,64,61.03,301,27.3,D,0
